score,content,cleaned_text,manual_label
1,"Kecewa parah sih, koin roboguru saya sisa 12, secara sepihak ditukar dengan 3000 energi ai, nilainya sangat tidak sebanding, minta refund pun tidak bisa, nilainya dalam rupiah itu mahal 12 koin itu, baru sekecewa ini sama ruangguru",cewa parah roboguru sisa tukar energi nilai banding refund nilai rupiah mahal cewa,negatif
5,"Seru bgt belajar di ruangguru,cara belajarnya asik + menyenangkan,dari yang awalnya aku males buat belajar,jadi semangat banget buat belajar karna ruangguru!",seru banget ajar ruanggurucara ajar asik nyenangkandari males belajarjadi mangat banget ajar karna,positif
4,"masih banyak bug sana sini kurang enak kalau masih banyak bug, seperti fitur smart schedule dan widget nya yang malah tidak bekerja dengan baik",enak fitur smart schedule widget,netral
3,Kenapa aplikasi nya tiba tiba terlogout sendiri dan tidak bisa masuk login. Tulisan nya mohon maaf sedang terjadi kesalahan pada sistem.,napa aplikasi terlogout masuk tulis mohon maaf salah sistem,netral
5,app nya bagus banget belajar jadi makin seru dan banyak mata pelajarannya bahkan bisa di sesuaiin kelasnya mantap dah ni app rekomendasi buat para pelajar yang mau nilainya naik,bagus banget ajar seru mata ajar suai mantap rekomendasi ajar nilai,positif
5,"bagus banget, sangat membantu pembelajaran, penjelasannya lengkap dan mudah dipahami tp kadang suka errror adaptoX nya klo di hp :/",bagus banget bantu ajar jelas lengkap mudah paham tapi kadang suka eror adaptox kalau,netral
5,APK yang bagus untuk belajar. menurut aku kalo belajar diruangguru men jadi lebih efektif Dan saya harap mendapatkan diskon untuk berlangganan biar belajar nya lebih banyak lagi,aplikasi bagus ajar kalo ajar ruangguru efektif harap skon langgan biar ajar,positif
5,ruang guru ini sangat seru belajar ada matematika bahasa Indonesia dah lebih seru dah mudah di pahami walaupun aku masih SD tapi aku di suruh belajar jadi aku kasih ranting lima ya!,seru ajar matematika bahasa indonesia seru mudah paham suruh ajar kasih ranting,positif
3,"tolong video penjelasan diupgrade lagi karena sangat2 kurang menjelaskan, ga ada gunanya dan gak membantu kalau masih tetap begitu cara menjelaskannya, gak niat",tolong video jelas upgrade tidak guna bantu jelas niat,negatif
5,"cara ngejelasinnya itu mudah bgt,gak nyanka kalo vidio dan cara penjelasannya sebagus itu pokoknya ini adalah aplikasi terbagus untuk belajaryang saya tau,gk nyesel sma sekali mengunduh aplikasi ini pokoknya kalian harus cba",ngejelasinnya mudah bgtgak nyanka kalo vidio jelas bagus aplikasi bagus belajaryang taugk nyesel unduh aplikasi,positif
1,Ketauan banget sih pake ai soalnya banyak jawaban yang tidak sesuai dengan materi yang diberikan dan soal yang jelas jelas salah kecewa berat sih bayar udah mahal mahal loh,banget pake suai materi salah cewa berat bayar sudah mahal,negatif
5,"aplikasinya sangat membantu untuk memahami materi di sekolah yg saya kurang mengerti, menjadi lebih paham karena vidio penjelasannya sangat mudah dimengerti and enjoyable. thanks a lot ruangguru 💯🙂‍↕️",aplikasi bantu paham materi kolah erti paham vidio jelas mudah erti enjoyable thanks,positif
5,"Tempat belajar yang seri menyenangkan,mudah dipahami materinya terus kakaknya jelas dalam menjelaskan soal atau materi",tempat ajar seri nyenangkan mudah paham materi ,positif
5,aplikasinya super duper bagus bngtt materinya lengkap dan mudah dipahami banget aku suka!!,aplikasi super duper bagus bngtt materi lengkap mudah paham banget suka,positif
5,"bagus tapi tolong tambahkan fitur coret coret agar lebih praktis mengerjakan soal hitungan seperti matematika, fisika, kimia",bagus tolong tambah fitur coret praktis hitung matematika fisika kimia,netral
1,"semenjak daftar aplikasi ini , sering di telepon oleh banyak nomor ,, gak bagus aplikasinya , tidak menjaga privasi customer,",menjak daftar aplikasi telepon nomor bagus aplikasi jaga privasi customer,negatif
5,"aplikasi nya membantu banget worth it lah, cocok buat aku yang belajar harus ada visualnya atau gambaran materinya",aplikasi bantu banget worth ajar visual gambar materi,positif
5,aplikasi nya udah bagus walau ngeleg sedikit tapi tolong dong yang SMK ada jurusan teknik GEOMATIKA /GEOSPASIAL 🙏,aplikasi sudah bagus ngeleg tolong jurus teknik geomatika geospasial,netral
5,apk nya berguna banget buat aku! jadi lebih paham materi disekolah! baguss banget deh pokoknyaa ruangguru ini. aku saranin kalian belajar lewat ruangguru deh!,aplikasi guna banget paham materi sekolah bagus banget poknyaa saran ajar,positif
1,"saya sudah berlangganan tapi malah hilang padahal udah bayar kurang lebih 700.000 a,komplain ke wa nya respons nya lambat",langgan hilang sudah bayar akompla respons lambat,negatif
5,kita juga bisa nonton juga dan bisa rekomendasi pelajaran dan teka teki yng seru banget nilai ku jadi 100 terus terimakasih ya kalau gk ada ruang guru bisa bisa nilai ku 0 semua,nonton rekomendasi ajar teka teki seru banget nilai terima kasih tidak nilai,positif
5,"saya mendapatkan nilai yang bagus sejak saya belajar di RUANG GURU ,pelajar indonesia wajib punya RUANG GURU karna RUANG GURU membantu anak anak belajar.👍👍👍",nilai bagus ajar indonesia wajib karna bantu anak ajar,positif
5,walau harus berlangganan tapi ilmu nya mudah dimengerti dan bisa bertambah IQ dalam belajar. terimakasih ruangguru,langgan ilmu mudah erti tambah ajar terima kasih,positif
5,"Aplikasinya sangat membantu proses belajar, materi lengkap, penjelasan jelas, dan fitur mudah digunakan. Sangat bermanfaat untuk persiapan ujian.",aplikasi bantu proses ajar materi lengkap jelas fitur mudah sangat manfaat siap,positif
4,sebenarnya emg Ruangguru ini bgsss polll buat belajar tapi untuk aku kurang cocok karena aku sukanya yang free😚😵 yhaa walaupun ada yang free juga tapi yaaa gituuu kurang lengkap dan kalo mau liat bab yang lain harus berlangganan dulu😇,bagus ajar suka free yhaa free gitu lengkap kalo liat langgan,negatif
5,"sangat membantu siswa, aplikasi yg memudahkan untuk belajar, belajar bisa dimana aja tanpa perlu buka buku",bantu siswa aplikasi mudah ajar mana saja buka buku,positif
4,"fiturnya banyak, dan aku suka sama fitur""nya, cuma kenaoa kadang lemot banget?? padahal bukan masalah jaringannya😓",fiturnya suka fiturnya naoa kadang banget jaring,netral
5,"bagus , Alhamdulillah saya bisa belajar TKA dengan gratis matlan dan fisika terimakasih ruangguru, mudah mudahan sukses selalu",bagus alhamdulillah ajar gratis matlan fisika terima kasih mudah sukses,positif
5,"sangat membantu dalam pembelajaran,dan sangat di rekomendasikan,saya menjadi cepat mengerti dalam melakukan belajar di rumah",bantu pembelajarandan rekomendasikansaya cepat erti ajar rumah,positif
5,"keren banget ihh😆😆😆🤍, membantu banget dengan penjelasan yang mudah dipahami dan gambar gambar yang menarik,sukaa!!!",banget bantu banget jelas mudah paham gambar narik suka,positif
5,aplikasi nya bagus untuk belajar cocok yang gak bisa matematika dan stres ujian cobain sekarang juga 😁👍🏻🤭,aplikasi bagus ajar matematika stres coba,positif
5,"terima kasih ruangguru berkat aplikasi ini saya bisa lebih paham dan mendapat nilai tertinggi di kelas,sekali lagi terimakasih ya Semoga bisal ebih berkembang😁😁",terima kasih berkat aplikasi paham nilai tinggi lassekali terima kasih moga bisal ebih mbang,positif
5,"aplikasi nya bagus banget..aku suka... aku waktu kelas 2, kelas 3, suka bgt belajar pakai aplikasi ini, sekarang juga... THANKS YOU ruangguru🩵",aplikasi bagus bangetaku suka suka banget ajar pakai aplikasi thanks,positif
1,aplikasi ini kenapa yahh pas aku mau di buka susah bangett mau masukk tehhh loadingnya lama padahal sinyalnya bagus,aplikasi buka susah banget masukk loadingnya sinyal bagus,positif
5,aplikasi nya sangat bagus karena dapat menjelaskan secara detail dan memberikan kuis agar semakin paham,aplikasi bagus detail kuis paham,positif
5,"mudah dimengerti, kualitas yang bagus,dan Ada banyak pembelajaran yang mudah di Pahami,",mudah erti kualitas bagusdan ajar mudah paham,positif
5,"Jujur suka banget sama aplikasi Rungguru karena videonya menjelaskan materi secara singkat, mudah dimengerti, dan menarik. Disertai pula ilustrasi, jadi lebih masuk ilmunya ke otak. Setiap ada ulangan aku pasti belajarnya di aplikasi Rungguru dan beneran ngebantu nilai jadi bagus, sehingga akhirnya gak pernah ikutan remedial di Kelas. Aku sudah langganan dari kelas 6 SD sampai sekarang kelas 3 SMA, tapi selalu dibuat paham. Sama sekali ga nyesel dan puas. Sayang banget sama Ruangguru💞",suka banget aplikasi rungguru video materi singkat mudah erti tarik serta ilustrasi masuk ilmu otak tiap ulang ajar aplikasi rungguru benar ngebantu nilai bagus ikut remedial langgan paham sama tidak nyesel puas sayang banget,positif
5,"bagus bgt, tapi pengen nya ruang guru akses nya gratis terus jangan premium/berbayar",bagus banget akses gratis premiumberbayar,netral
2,"bagus pembelajaran nya, untuk aplikasinya jelek. akun bisa ter-log out sendiri tanpa alasan jelas.",bagus ajar aplikasi jelek akun alasan,negatif
5,"keren banget, belajar jadi lebih mudah, terimakasih ruang guruuu❤️",banget ajar mudah terima kasih,positif
5,pembelajaran yang sangat mabantu dan menyenangkan respon agak lama tapi seru bisa belajar sambil bermain,ajar mabantu nang respon seru ajar,positif
5,sangat edukatif dan mudah dipahami video pembelajarannya,edukatif mudah paham video ajar,positif
5,aplikasi nya ok bisa buat anak jadi tambah pintar dan mudah di cerna tentang pelajar² nya,aplikasi anak pintar mudah cerna ajar,positif
5,"aku udah belajar ruangguru offline udah 5 bulan, sejauh ini bikin aku makin paham materi dan bahkan kalau ada materi yg blm dipelajari aku bisa ngebut duluan dan paham duluan klo disekolah seneng bgt makasih ruangguru sehat selalu yac",sudah ajar offline sudah paham materi ajar ngebut duluan paham duluan kalau seko neng banget terima kasih sehat,positif
5,"baru seminggu pakai Ruangguru tapi udah kerasa banget bedanya! materi pelajarannya disusun rapi dan gampang dimengerti, terus video belajarnya juga seru banget jadi belajar nggak bikin ngantuk. aku suka fitur latihannya karena bisa langsung latihan setelah belajar. semoga makin semangat belajarnya bareng Ruangguru! 😍📚✨",minggu pakai sudah rasa banget beda materi ajar rapi gampang erti video ajar seru banget ajar tidak ngantuk suka fitur latih langsung latih ajar moga mangat ajar bareng,positif
5,"Aplikasi belajar terbaik sejauh ini! Materinya lengkap, penjelasannya mudah dipahami, dan ada banyak fitur interaktif yang bikin belajar jadi nggak ngebosenin. Gurunya juga keren-keren, bikin suasana belajar lebih semangat. Cocok banget buat persiapan ujian maupun belajar sehari-hari. Pokoknya recommended banget buat semua pelajar!""",aplikasi ajar baik materi lengkap jelas mudah paham fitur interaktif ajar tidak mbosankan guru suasana ajar mangat banget siap ajar hari recommended banget ajar,positif
5,saya sangat bersyukur karena ruang guru menyediakan berbagai macam video belajar dan soal 🥺,syukur sedia video ajar,positif
5,"Suka banget dengan materi yang diberikan, tidak hanya menyenangkan tapi juga bikin tambah semangat untuk belajar. Dengan video pembelajaran dan kuis yang diberikan menjadikan belajar jadi lebih efisien serta mudah untuk dipahami. Bisa pantau progres dengan mengerjakan soal-soal yang ada juga melatih kemampuan menjadi lebih baik. Terima kasih Ruang Guru serta Master Teacher yang selalu membimbing aku dalam belajar sehari-hari 🥰🥰🥰",suka banget materi nang mangat ajar dengan video ajar kuis jadi ajar efisien mudah paham bisa pantau progres soal latih mampu terima kasih master teacher bimbing ajar hari,positif
5,buat pembelajaran bagus banget udh ada contoh soal ada pembahasan secara online lagi,ajar bagus banget sudah contoh bahas online,positif
1,"tolonggggg jangan update terus, hampir 5 kali lebih update di aplikasi selama kurang lebih 24 jam, saya mau kuis, to, dll jadi ribet nunggu nya",tolong update kali update aplikasi kuis ribet nunggu,negatif
5,"sangat bermanfaat karena banyak video pembelajarannya itu penjelasannya bisa dimengerti dengan baik dan ada latian soalnya setiap satu video pembelajaran dan di akhir ada latihan akhir bab sehingga kita bisa benar' memahami materinya, dan sudah banyak juga yang menggunakan ruang guru untuk masuk ptn impian semoga saya juga bisa berhasil lolos snbp tahun depan",manfaat video ajar jelas erti latian video ajar latih paham materi masuk impi moga hasil snbp,positif
5,"i liked,,,seru banget belajar di Ruangguru. Karena, cara penjelasan materinya sangat menyenangkan dan tidak mudah membuat bosan ketika kita menontonnya karena banyak animasi-animasi yang lucu. Selain itu, penjelasan yang diberikan mudah untuk dipahami. Good job Ruangguru👍👍 sudah membuktikan bahwa belajar itu menyenangkan dan tidak membosankan.",likedseru banget ajar karena jelas materi nang mudah bosan animasi lucu sela jelas mudah paham good bukti ajar nang bosan,positif
4,fitur-fitur nya bagus. cara ngajarnya yaa lumayanlah yaa,fitur bagus ngajarnya lumayan,netral
5,"jujur aplikasinya lumayan membantu aku buat memahami materi pembelajaran, dengan vidio vidio yang menarik, materi lengkap, banyak latihan soal, ga bikin bosen, dan dengan bahasa yang mudah dipahami. tapi sedikit masukkan dari aku, coba deh ruangguru jangan sering minta di update aplikasinya. segitu aja sih saran dari aku, semangat semua buat belajarnya!!✨🌻",aplikasi lumayan bantu paham materi ajar vidio tarik materi lengkap latih tidak bosen bahasa mudah paham masuk coba update aplikasi gitu saja saran mangat ajar,positif
5,aplikasinya sangat menyenangkan bisa langsung chat di WA sama kk pembinanya trus nanya nanya dulu berapa harga nya ternyata ada yang gratis trus kalau mau bayar itu langsung pertahun murah bangat lgi pokok nya aplikasi nya sangat menyenangkan gak banyak ikllan trus ada hewan yg menjadi teman belajar kita pokok nya aku kasih bintang 5 karna seru banget🤩🤩😁,aplikasi nang langsung chat bina trus nanya harga gratis trus bayar langsung tahun murah bangat aplikasi nang iklan trus hewan teman ajar kasih bintang karna seru banget,positif
5,"Fiturnya keren poll, ada fitur adapto x, cocok buat yang pengen belajar cepet karena mepet ulangan, ada temen belajar yang lucu, video penjelasannya mudah dipahami, ada kuis, ada drill soal yang kita bisa request sendiri mau seberapa banyak soal dan waktu pengerjaannya, dan ada juga tryout free sama premium, juga baru di sini aku nemu konsultan belajar yang humble parah, no jaim jaim club, serasa chatan sama kakak sendiri. Jangan ragu jangan bimbang, ayo join ruangguru sekarang! 🫶🏻✨️",fiturnya poll fitur adapto ajar cepet ulang temen ajar lucu video jelas mudah paham kuis drill request tryout free premium nemu konsultan ajar humble parah jaim club rasa chatan jangan ragu bimbang,positif
5,"super super cocok untuk pembelajaran mandiri, apalgi ketika kita tidak paham terhadap materi yang di jelaskan oleh guru di sekolah. pembelajaran di ruangguru sangat membimbing untuk lebih paham, visualisasi penggambarannya sangat gampang masuk di akal. pokoknya top deh nih aplikasi 🥳🥳🥳",super ajar mandiri apalgi paham materi kolah ajar bimbing paham visualisasi gambar gampang masuk akal aplikasi,positif
5,"Ruangguru the best dahhh... video ruang belajarnya mudah dimengerti dan dipahami. Cinta bangett sama aplikasi ini. Harganya juga worth it banget. Intinya rajin-rajin aja muterin videonya, anggap marathon dahhh. Tapi sedikit saran dari aku, terkadang beberapa materinya masih kurang lengkap, semoga kedepannya bisa lebih dilengkapin lagi ya materinya. Makasih bnyk yaa ruangguru udh bantu aku, doain aku lulus ptn impian akuu❤️❤️❤️❤️",best video ajar mudah erti paham cinta banget aplikasi harga worth banget inti saja muter video anggap marathon tapi saran terkadang materi lengkap moga depan lengkap materi terima kasih bnyk sudah bantu impi akuu,positif
5,aplikasinya sangat bagus buat belajar + banyak kuis menarik,aplikasi bagus ajar kuis tarik,positif
5,"menbantu saya,karna bisa mengajarkan pelajaran dengan keseruan saran saya untuk kelas bawah kelas 1-6 tambahkan pelajaran lagi",bantu sayakarna ajar seru saran tambah ajar,positif
5,"bagus,saya jadi lebih paham mudah dan memahami pelajaran matematika dan pembelajaran lainnya terima kasih ruang guru",bagus saya paham mudah paham ajar matematika ajar terima kasih,positif
5,"sangat bermanfaat, aku harap tidak ada lag atau bug freeze lagi",manfaat harap freeze,positif
5,aplikasi bagus banget buat belajar dari hp buat saya sih menurut ku bagus banget tidak ada iklan nya,aplikasi bagus banget ajar bagus banget iklan,positif
5,bagus banget vidionya menggunakan kata kata sopan pelanyananya bagus dan sabar melayani orang orang yang suka bertanya seperti saya juga belajar di sini seruuu menurut ku layak bintang 🌟🌟🌟🌟🌟 limaa terimakasih,bagus banget vidionya sopan pelanyanya bagus sabar layan orang suka ajar seru layak bintang limaa terima kasih,positif
5,bagus cuma banyak yang berbayar tapi memang gak ada yang gratis di dunia ini meskipun itu untuk belajar so it's okay 👍🏻😘,bagus bayar gratis dunia ajar okay,positif
5,"ngebantu banget buat belajar, sama lebih mudah untuk dipahami daripada platform yang lain.",ngebantu banget ajar mudah paham platform,positif
5,"materi nya lengkap dan sangat mudah di pahami, harga untuk bimbel nya juga lumayan murah",materi lengkap mudah paham harga bimbel lumayan murah,positif
1,"anak saya nangis krn si Harry the tigernya sampe sekarang ga ke update. udah lapor tp ribet bgt suruh record stepnya. pdhl yg bikin semangat dia belajar krn Harry. mau nyelesain misi jg ga bisa, padahal udh difoto atau isi manual aktivitas 3 nya. ini mau sign out jg kaga bisa dibilangnya tdk ada akses internet. ya klo g ada, g bakalan sya bs kasih rating ke sini",anak nang karena harry tigernya sampe tidak update sudah lapor tapi ribet banget suruh record step pdhl mangat ajar karena harry nyelesa misi juga tidak sudah foto manual aktivitas sign juga kaga bilang tidak akses internet kalau kasih rating,negatif
5,"Aplikasi nya keren, karna ada beberapa vidio yang free atau ga berbayar 🗿👍",aplikasi karna vidio free tidak bayar,positif
5,bagus tapi saran tambahin dong pelajaran untuk jurusan Rpl ( rekayasa perangkat lunak),bagus saran tambah ajar jurus rekayasa perangkat lunak,positif
5,"lumayan lah bisa ningkatin nilai Ama Rankingku yang awalnya rangking 10 besar sekarang 7 besar di sekolah , walau kadang kalo mau masuk harus kudu update dulu tapi gapapa lah makasih kak BA😆",lumayan ningkat nilai rankingku rangking kolah kadang kalo masuk kudu update gapa terima kasih,positif
5,"aplikasinya bagus bangetttt,hanya saja iklan yang banyak",aplikasi bagus bangethanya iklan,positif
5,sangat membantu dalam proses belajar dan dilatih sebagus mungkin,bantu proses ajar latih bagus,positif
5,"suka bgt sama aplikasi inii,dia tuh ngebantu buat lebih memahami materi lebih dalam lagi🩷",suka banget aplikasi ngebantu paham materi,positif
5,"bagus banget bisa nih bikin pintar,tapi awal2 aku belum ngerti tapi setelah di pahamin lebih lanjut akhirnya ngerti juga thenk you",bagus banget pintartapi ngerti paham ngerti thenk,positif
5,"bagus, keren, ter motivasi, penjelasan nya mudah dipahami",bagus motivasi jelas mudah paham,positif
2,bagus bagus aja cuma dia kehubung ke wa agak kurang sukaa gituuuu tapi aplikasi nya bagus bagus aja sihh,bagus saja hubung suka gitu aplikasi bagus saja sihh,netral
5,"aplikasi ini bagus bgttt!!! kualitas oke, penjelasan lengkap, ada bimbel nya jugaaa!!! sukakkk",aplikasi bagus banget kualitas baik jelas lengkap bimbel juga sukak,positif
5,"aplikasi ini sangat bagus,berkat aplikasi ini aku jadi paham tentang mata pelajaran yang aku kurang mengerti dari video-video yang menjelaskan nya dari aplikasi🤩",aplikasi bagus berkat aplikasi paham mata ajar erti video aplikasi,positif
5,sangat bagus buat pelajar dan pelajaran nya mudah di pahami,bagus ajar mudah paham,positif
5,sangat membatuku buat belajar dan memahami materi yang belum paham,batu ajar paham materi paham,positif
5,"apk ini sangat membantu anak saya, dulu anak saya tinggal kls terus, semenjak kenal ruang guru anak saya langsung pintar",aplikasi bantu anak tinggal menjak anak langsung pintar,positif
5,"gara gara aplikasi ruang guru saya mendapatkan nilai tinggi di sekolah , memang ruang guru sangat bagus",gara aplikasi nilai kolah bagus,positif
5,"sngat membatu sekali, untk bljar dan lengkap ad smua plajaran ny",sngat batu untk bljar lengkap smua plajaran,positif
5,"baru pake sih tapi kayak untuk kedepannya ruang guru bisa sangat membantu, saya merasakan perbedaan antara memakai ruang guru dan mencari guru les privat, ruang guru masi memiliki lebih banyak kelebihan terlebih soal dan materi pelajaran yang tertata rapi.",pake kayak depan bantu rasa beda pakai cari privat milik lebih materi ajar rapi,positif
5,"aku suka bangett,soalnya dari yang dulu nilai matematika aku rendah banget,alhamdulillah sekarang dapatnya selalu 95 dan 100,terus cara belajarnya juga seruu bangett. makasi yaa ruangguru berkat aplikasi ini nilaiku jadi tinggi semuaa💗",suka banget soalnya nilai matematika rendah banget alhamdulillah dapat ajar seru banget terima kasih berkat aplikasi nilai ,positif
5,"halo ruang guru, saya rating bintang lima karena aplikasi ini sangat membantu saya dalam memahami pelajaran yang belum saya pahami saat belajar di sekolah, gk hanya itu saja berbagai fitur yang di sediakan ada banyak banget sehingga saya bisa dengan mudah dan mengetahui tingkat pemahaman saya berada di mana sehingga membuat saya senang dengan progres yang saya capai. gk hanya itu saja gurunya juga sangat asik yang membuat saya semakin semangat dalam belajar, kurang nya gk ada mapel informatika😅",halo rating bintang aplikasi bantu paham ajar paham ajar kolah tidak fitur sedia banget mudah tingkat paham nang progres capai tidak guru asik mangat ajar tidak mapel informatika,positif
1,"overall, aplikasi nya sangat sangat membantu saya tapi yang menjadi bintang seketika turun menjadi satu KARENA CARA PROMOSINYA. Saya sangat terganggu dengan kontak dari pihak ruangguru yang memenuhi WhatsApp saya hanya untuk promosi!!, ga cuman saya yang kena orang tua saya juga kena!, tolong mikir dong ini ngeganggu banget",overall aplikasi bantu bintang turun karena cara promosi saya ganggu kontak penuh whatsapp promosi tidak cuman kena orang kena tolong mikir ngeganggu banget,negatif
5,Mantab! aplikasi nya bikin aku makin semangat dan rajin untuk belajar! Videonya juga pendek jadi gak gampang ngantuk deh! Tapi jangan salah walaupun pendek aku bisa langsung paham! Saran untuk kuis nya ditambah lagi biar tidak terlalu sedikit😁,mantab aplikasi mangat ajar video pendek gampang ngantuk tapi salah pendek langsung paham saran kuis tambah biar,positif
5,"rekomen banget buat para pelajar , buat ngerjain tugas juga bisa , mau ngerangkum ada rangkuman nya ,bagus deh pokok nya...semoga selama aku pake ruangguru aku bisa jadi lebih paham materi nya dan bisa rank 1 lagi kelas maupun pararel",rekomen banget ajar ngerja tugas ngerangkum rangkum bagus semoga pake paham materi rank parel,positif
5,"keren bgt masyaallah, belajar di Ruangguru bestt sih, tapi kalo bisa harusnya bisa langganan belajar perbulan soalnyaa biar mempermudah anak yg ingin bimbel tapi pake tabungan sendiri.. tapi di ruangguru memang banyak promo dan harga nya terjangkauuu sekali tapi kualitas nya ga main mainn",banget masyaallah ajar best kalo langgan ajar bulan soalnyaa biar mudah anak bimbel pake tabung promo harga jangkau kualitas tidak main,positif
4,aku kasih bintang 4 pembelajaran bagus video menarik dan dapat di pahami dengan mudah akan tetapi jika mengakses soal masih ada bug system seperti tidak di bisa di buka tapi jika menonton video lancar bagus sekali,kasih bintang ajar bagus video tarik paham mudah akses system buka video lancar bagus,netral
5,"aplikasi Ruangguru ini sangat membantu aku belajar, aku suka banget sama fitur video pembelajarannya, penjelasannya mudah dipahami dan bikin aku cepat mengerti materi. Secara keseluruhan, aplikasi ini mempermudah proses belajarku dan membuatnya jadi lebih menyenangkan. 3Q Ruangguru",aplikasi bantu ajar suka banget fitur video ajar jelas mudah paham cepat erti materi cara aplikasi mudah proses ajar buat nang,positif
3,"buat matpel sekolah di ruang belajarnya bagus, lengkap juga, tapi buat utbk nya aku rasa kurang. kemudian buat yang BAO buatku kurang worth it harganya lumayan mahal tapi latihan soal nya kurang ga kaya bimbel lain, penjelasan materinya agak lama, ada materi yang ga bisa dibuka, buat persiapan utbknya ga begitu lengkap banget, jadi buat kaum mendang mending better pilih bimbel yang lebih fokusin utbk sih kalo mau fokusnya utbk. nanti aku balik lagi dan perbaiki rating kalo beneran ngebantu",matpel kolah ajar bagus lengkap utbk buat worth harga lumayan mahal latih tidak kaya bimbel jelas materi tidak buka siap utbknya tidak lengkap banget kaum dang nding better pilih bimbel fokus utbk kalo fokus utbk baik rating kalo benar ngebantu,netral
5,bersyukur banget ada platform pelatihan bagi guru secara online seperti ini. sehingga kemampuan guru terus berkembang. aplikasinya sudah sangat mumpuni dan interaktif membuat guru yang gaptek sekalipun bisa memakainya jika ada hp dan koneksi internet. tumb up buat Ruang guru👍. p.s terimakasih atas free 6 days trial nya. this really means a lot for me🥰🥰,syukur banget platform latih online mampu mbang aplikasi mumpuni interaktif gaptek maka koneksi internet tumb terima kasih free days trial this really,positif
3,"banyak bug, banyak terjadi kesalahan pengetikan soal dan jawaban, kadang soal dan jawabannya gak nyambung, pembahasannya pun kadang nyeleneh, tolong perbaiki ini! udah bayar mahal² malah dikasih pelayanan yang gak memuaskan",salah keti kadang jawab nyambung bahas kadang nyeleneh tolong baik sudah bayar mahal kasih layan muas,negatif
3,awalnya aku main apk ini seneng banget karna banyak yang gratis tapi besoknya selesai donwload aku pengen buka zona belajar dafa dan lulu tapi ga bisa di klik ku klik berkali kali terus 2-4 hari setelah itu aku pengen belajar pakai ruang belajar aku buka pelajaran matematika sebelumnnya semua video itu gratis nah tiba tiba video yang udah ku tonton kemarin ga bisa diliat lagi dan hanya bisa liat preview dan untuk lanjutannya bayar aku coba yang lain juga di suruh bayar. Agak kecewa sih,aplikasi neng banget karna gratis besok lesa donwload buka zona ajar dafa tidak klik kali ajar pakai ajar buka ajar matematika belumnnya video gratis video sudah tidak liat preview lanjut bayar coba suruh bayar agak cewa,netral
5,ruangguru emang paling thebest deh aku belajar jadi ga susahh dan udah mempelajari materi sebelum dijelaskan dari yang pemales sekarang ngerjain bisa sambil tiduran atau santai 😋😋 banyak latihan soal. cuma kurangnya kadang soall/ materi ga masukk di sekolah jadi beda banget. 😃🩷,emang thebest ajar tidak susahh sudah ajar materi pales ngerja tidur santai latih kurang kadang soall materi tidak masukk kolah beda banget,positif
1,"halo aku dlu waktu smp pake ruangguru krn emng bagus waktu aku pake tapi pas sekarang aku pake buat adek aku ko jadinya kaya nge bug gitu ya entah video pembelajaran yang tiba-tiba berhenti, layar yang tiba-tiba jadi putih, dan tiba-tiba aja keluar sendiri dari aplikasi nya padahal niatnya mo berlangganan tapi pas tau jadinya kaya gini kayanya ga jadi deh kecewa bgt huhuhu",halo pake karena emng bagus pake adek kaya gitu video ajar tiba henti layar tiba putih tiba saja aplikasi niat langgan kaya kaya tidak cewa banget huhu,negatif
1,"menurut saya ya, untuk penangan customer servicenya engga banget, krn kayanya pada ga kompeten menjawab yg hanya minta untuk dijelaskan paketnya, udah ganti hari, dan saya masih di gantung, kalo pun dijawab, mrk hanya FOKUS JUALAN, KRN SAYA HANYA TERUS DIMINTA KLAIM VOUCHER 1X24 HUB WA - LINK.. 😒😒.. dan pertanyaan saya ttg isi paket nya tetep ga kejawab direspon sama developer, nomer yg saya hub mmg yg diberikan sama dgn yg saya kontak, sptnya ada masalah org yg jawab mungkin..",nang customer rvicenya engga banget karena kaya tidak kompeten paket sudah ganti gantung kalo fokus jual karena saya hanya terus minta klaim voucher link paket tidak jawab respon developer nomer kontak sptnya,negatif
4,ruangguru menampilkan indonesia emas bukan cemas karena menampilkan pelajaran yang cukup baik dan berfasilitas bagus melalui online tetapi ada minus sedikit karena katanya susah dimengerti sekian t'rima kasih.,tampil indonesia emas cemas tampil ajar fasilitas bagus online minus susah erti kian trima kasih,netral
2,"bagus banget cuma kesel sama pas kerjain kuis akhir jawaban bener semua, cuma malah 3 nomor (10,11,12) disalahin karena jawaban pake huruf besar di bagian awal. Kan sayang banget ih😡😡",bagus banget kuis bener nomor salah pake huruf sayang banget,netral
5,"Dengan download aplikasi ruangguru aku bisa belajar melalui vidio yang tersedia secara gratis, Dan dengan aku mendownload aplikasi ruangguru aku sekarang berhasil menjadi peserta kompetisi sains ruangguru jika ada kendala tim ruangguru yang kalian wea akan menjawab dengan ramah dan senang hati Terima Kasih Ruangguru ♡♡♡♡",dengan download aplikasi ajar vidio sedia gratis ndownload aplikasi hasil serta kompetisi sains ndala ramah nang hati terima kasih,positif
