score,content,cleaned_text,predicted_label
1,"Apaan nih video belajarnya gak ada suaranya, padahal suaranya udah maksimal tetep gak ada suaranya. Udah coba di update, gagal malah gak bisa dibuka. Mau ikutan tryout di RG harus bayar & paket ruang belajarnya harus berlangganan Apl belajar apaan "" Huuuu......!!!!!!"" NOOB😤😈😭👎",video ajar suara sudah maksimal suara sudah coba update buka ikut tryout bayar paket ajar langgan ajar noob,positif
5,"BESTT!!,materinya emang bener"" mudah dimengerti trus juga lengkap dan persis dengan materi yang diajarkan disekolah🤩,tapi minusnya mungkin karna sekarang metode belajar berubah"" jadi terkadang materi yang seharusnya kami pelajari namun ternyata tak ada di jenjang sekolah yang kami pelajari tapi selain ini sih aku oke-oke ajaaa #weloveruangguru",besttmaterinya emang bener mudah erti trus lengkap persis materi ajar seko minus karna tode ajar ubah terkadang materi ajar jenjang kolah ajar saja,positif
3,"Wow!Aplikasi yang bagus,berkat aplikasi ini,saya bisa belajar dimanapun dan kapanpun dengan biaya yang murah tentunya tetapi tidak murahan(berkualitas)Terimakasih Ruangguru!,Masalah yang dulu sudah diperbaiki,terimakasih.sekarang kenapa ga bisa ambil tangkapan layar?jadi gabisa diliat yang sudah dijelaskan dan harus nonton vid lagi...",wowaplikasi bagusberkat aplikasi inisaya ajar mana biaya murah murahanberkualitasterimakasih ruanggurumasalah perbaikiterimakasihsekarang tidak ambil tangkap layarjadi gabisa liat nonton,netral
5,"Aplikasi ini sangat membantu saya dalam memahami materi pelajaran,selain itu ada juga latihan soal gratis yang bisa didapat...Saya suka sekali dengan aplikasi ruangguru inii.Kalo kalian ingin mendapat diskon hingga 35%,kalian bisa pake kode :RAISHANYZOEB pasti langsung dpt diskonnya dehh!",aplikasi bantu paham materi pelajaransela latih gratis dapatsaya suka aplikasi iniikalo skon pake kode raishanyzoeb langsung dapat skon dehh,positif
4,"Gimana ya. Bicara tools di aplikasinya simpel tapi video pembelajarannya gak lengkap tau. Aku udah pernah bandingin belajar sama guru dan video ruang belajar, ataupun di tools lainnya. Eh beda banget, malah aku cari gak ada. Terus juga soal tesnya sedikitt banget. Apalagi MTK, fisika, kimia, biologi butuh banyak banget soal tryout gituh. Tolong juga, aku saranin guru les private diperbanyak dan kasih harga pas, diriku gak mudeng kalo sekedar video dan nanya ketikan gak nyampe apa yang kita mau",gimana bicara tools aplikasi simpel video ajar lengkap sudah banding ajar video ajar tools beda banget cari terus dikitt banget apalagi fisika kimia biologi butuh banget tryout gituh tolong saran private banyak kasih harga diri mudeng kalo video nanya keti nyampe,positif
5,"Thank you buat RUANG GURU semenjak aku langganan nilai aku jadi meningkat terus,, awalnya aku g suka sama mapel matematika tapi semenjak aku belajar di ruang guru nilai matematikaku jadi naik bnget,,, dan juga materi2 di vidionya itu mudah dipahami dan lengkap juga. Pokoknya THANK YOU banget buat RUANG GURU YOU THE BEST 👋👏",thank menjak langgan nilai tingkat suka mapel matematika menjak ajar nilai matematika bnget materi vidionya mudah paham lengkap thank banget best,positif
5,"terima kasih ruangguru, sekarang nilai ku lebih meningkat , setelah 2 thun aku menggunakan rungguru, aku bisa mengulangi lagi pelajaran yang guruku ajarkan dan aku lebih cepat memahami dengan penjelasan kaka kaka yang menjelaskan lewat video, terus langsung ada latihan soalnya juga jadi aku lebih mudah mengingat dan langsung bisa menilai seberapa paham aku dengan cara mengerjakan soal latihannya.",terima kasih nilai tingkat thun rungguru ulang ajar guru ajar cepat paham jelas video langsung latih mudah langsung nilai paham latih,positif
5,"Aplikasi Ruangguru emang yang terbaik! Fasilitas yang disediakan sangat memuaskan, mulai dari soal-soal latihan yang dilengkapi pembahasan materi lewat video, sampai harga perpaket yang jauh lebih hemat dari bimbel biasa, yang sering disertai diskon dan dilengkapi metode cicilan...sangat memudahkan saya. Ilmunya lengkap, biayanya pun murah. Terimakasih Ruangguru...",aplikasi emang baik fasilitas sedia muas soal latih lengkap bahas materi video harga paket hemat bimbel serta skon lengkap tode cilansangat mudah ilmu lengkap biaya murah terima kasih,positif
4,Aplikasi Ini cocok dengan ku yang malas membaca....tetapi Aku baru menyadari bahwa aplikasi ini sangat berat... Tolong diperbaiki...bagaimana nasib hp dibawah 2 juta seperti saya.... Saat saya lihat kapasitas aplikasi ini 3 GB memakan memori. Terima kasih.,aplikasi malas mbacatetapi sadar aplikasi berat tolong perbaikibagaimana nasib bawah juta saat lihat kapasitas aplikasi makan mori terima kasih,negatif
5,bagus sih membantu buat belajar,bagus bantu ajar,positif
3,"Kak.. ada keluhan, kok menginstal nya lama ya sampe nunggu 5 menit, trus malah di suruh coba lagi udh 5 kali sama aja gitu terus padahal penyimpanan masih banyak loh tapi tetep gk bisa cuma buang² kuota. gimana ya...... Tolong cara mengatasinya ya kak...😅😀 Padahal aplikasi nya bagus loh lebih mudah belajar nya...",nginstal sampe nunggu trus suruh coba sudah kali saja gitu simpan tidak buang kuota gimana tolong atas padahal aplikasi bagus mudah ajar,negatif
5,"Waaaahhh.... apknya bagus banget... yang paling aku suka ada video ""konsep kilat""nya 🤩😍. Tapi mohon untuk fitur ""Roboguru"" lebih ditingkatin lagi, soalnya aku tes nanya-nanya jawabannya gak nyambung 😣. Selain itu sarannya untuk ditambahkan fitur ""Ekstrakurikuler""nya seperti App sebelah (P*h*mify) 😉. Gitu aja , mohon direpons ya... 😘",apknya bagus banget suka video konsep kilat tapi mohon fitur roboguru tingkat nanya jawab nyambung sela saran fitur ekstrakurikuler belah phmify gitu saja mohon repons,netral
5,"Satu kata, Mantapz! Materi lengkap, seru, dan HOTS. Mini tryout TPS nya bikin nagih! Oiya, utk tiap TO, klo bisa, tolong tambahkan fitur rangking dong Kak! Nah, mungkin juga lebih baik lagi dilengkapi fitur yang bisa melihat rank kita di univ dan jurusan yang kita pilih dibanding teman"" lain yg ikut TO bersama. Selain itu, bisa juga nih kakak tambahkan fasilitas perabaan peluang kita di jurusan dan univ yg kita pilih. Itu aja sih kak, tambahan saya dr komen yg sebelumnya. Sukses buat RG! :)",satu mantapz materi lengkap seru hots mini tryout nagih oiya kalau tolong tambah fitur rangking lengkap fitur rank univ jurus pilih banding teman sela tambah fasilitas peluang jurus univ pilih saja tambah dari komen sukses,positif
5,"Dulu aku kalo di kelas bisa dibilang paling bodoh, ga ada motivasi buat belajar, tapi suka ngibul pengen masuk univ bagus. Alhasil diremehin banyak orang. Terus aku mikir, keknya emang bener aku banyak mimpi ga ada usaha. ehh download ruang guru, langganan, dan yaa bisa paham materi sedikit².. dan ga mikir susah lagi.. tapi memang semua butuh usaha.. dan ini usahaku melalui ruang guru.. Terimakasih banyak ruang guru.. berkatmu aku makin paham.. semoga aku bisa masuk psikologi Unpad. aamiin",dulu kalo bilang bodoh tidak motivasi ajar suka ngibul masuk univ bagus alhasil remeh orang terus mikir emang bener mimpi tidak usaha download langgan paham materi tidak mikir susah butuh usaha terima kasih berkat paham moga masuk psikologi unpad aami,positif
5,Bagus bgt enak buat yg SD-SMA apalagi kalo di SMP tambah semangat,bagus banget enak sdsma kalo mangat,positif
4,"Sering banget video penjelasannya bertele-tele, kayak ngajarin anak sd, but its ok soalnya itu bisa di skip meski tetap mengganggu sih. Saya pernah nyobain konsep kilat matematika tapi gak paham krn terlalu ringkas dan detail2 nya gak terlalu dijelasin😅. Itu aja sih selebihnya bagus bgt makasih ya udah bikin aplikasinya😁😄",ring banget video jelas tele kayak ngajar anak skip ganggu saya nyoba konsep kilat matematika paham karena ringkas detail jelas saja lebih bagus banget terima kasih sudah aplikasi,positif
2,"Haii ruangguru, saya benar benar berterima kasih pada ruangguru yang sangat membantu saya dalam memahami pelajaran. Tapi di tahun ini saya agak kurang suka dengan tampilan baru ruangguru. Menurut saya tampilannya terlalu banyak animasi dan materinya ga ditulis lagi. Saya lebih suka materinya ditulis dipapan tulis dari pada dibacakan dan diberi animasi. Oh iya saya menyarankan kalo bisa perbanyak lah cara cepat agar kami para pelajar lebih semangat. Semoga usul dan komentar saya dapat diterima.",terima kasih bantu paham ajar tapi suka tampil turut tampil animasi materi tidak tulis saya suka materi tulis tulis baca animasi saran kalo banyak cepat ajar mangat moga usul komentar terima,positif
4,"Aku sebenarnya belum berlangganan,pengen banget sih bisa beli paket bljr di ruangguru krna video² nya bikin aku cepat paham dan bisa menambah wawasan tentunya.Tapi yg sangat disayangkan,kenapa gak ada lagi promo promo kyk yg kemaren kemaren? Waktu itu aku telat brlangganan nya padahal aku tertarik sama promo 365rb per tahun itu,saran ku sering sering adain promo kyk gitu kak,soalnya membantu banget sih buat org² yg ekonomi nya pas pasan kyk aku,maaf bintang 4 dulu ya",berlangganpengen banget beli paket bljr krna video cepat paham tambah tentunyatapi sayangkankenapa promo maren waktu telat brlanggan tarik promo itusaran promo gitu kaksoalnya bantu banget ekonomi akumaaf bintang,netral
4,"Mungkin ada sedikit bug mohon diperbaiki. Saat mau mengumpulkan latihan topik, terjadi error. Tidak bisa mengumpulkan. Saat saya keluar paksa dari latihan topik dan kembali ke latihan topik, nilainya muncul namun untuk pembahasan nya tidak tersedia karena error",mungk mohon baik saat kumpul latih topik error tidak kumpul saat paksa latih topik latih topik nilai muncul bahas sedia error,negatif
5,"Aplikasi nya bagus bangeet, aku sebagai anak SMA yang sedang belajar dari rumah menjadi sangat terbantu, konsep pembelajaran nya mudah dimengerti, ada animasinya, latihan soal, sama ada RG Adventure itu buat semangat belajar. Pokonya bintang 5 deh",aplikasi bagus bangeet anak ajar rumah bantu konsep ajar mudah erti animasi latih adventure mangat ajar poko bintang,positif
5,"Sangat membantu bagi kalangan pelajar ya, yg gak ada waktu buat les atau krna kekurangan biaya dengan apk ini mungkin bisa membantu. Fasilitas ny juga lumayan banyak ditambah banyak pilihan kurikulum yg ditawarkan utk kita, udah gitu bagi anak kelas XII ada pilihan SBMPTN dan STAN yang tentunya sangat membantu siswa sekolah manapun, bagi yg ingin gabung tambahkan kode refferal WORKAPWZUYI agar dapat potongan diskon 50% wow lumayan kn :) Terima kasih",sangat bantu kalang ajar krna kurang biaya aplikasi bantu fasilitas lumayan tambah pilih kurikulum tawar sudah gitu anak pilih sbmptn stan bantu siswa kolah mana gabung tambah kode refferal workapwzuyi potong skon lumayan terima kasih,netral
4,"Coba dong Live Teachingnya itu dikasih jadwal nya, supaya bisa mempersiapkan untuk nonton sesuai kelasnya dan juga saya plisss supaya sebelum ada try out itu dikasih kode try outnya, pas saya liat pesan/inbox di Ruangguru ga ada yang masuk, jadi ku hrs nanya ke yg lain , Ruangguru is the best, sangat sesuai dengan kurikulum dan mudah dipahami materinya;) terus kembangkan fitur yang menarik ya Ruangguru:}thanks sudah membantu ku dalam belajar, Ruangguru memang platform pendidikan Abad 21 terbaik!",coba live teachingnya kasih jadwal nonton suai plis kasih kode outnya liat pesaninbox tidak masuk nanya best suai kurikulum mudah paham materi mbang fitur tarik ruangguruthanks bantu ajar platform abad baik,positif
4,"Untuk isi dan tampilan diaplikasi ini sudah sangat bagus, penjelasan dari guru-gurunya sangat mudah di pahami. Hanya saja, ada 1 yang kurang. Aku kelas 12 BAHASA. Sedangkan diaplikasi ini gaada yang buat jurusan bahasa. Jadi aku bingung, mau belajar mapel Antropologi, Sastra Indo, Sastra Inggris, Bahasa Jerman, dan Bahasa Jepang itu gimana. Diaplikasi ini cuman ada buat jurusan IPA dan IPS, sedangkan yang buat jurusan Bahasa ga ada. 😭",untuk tampil aplikasi bagus jelas guru mudah paham hanya bahasa dang aplikasi gaada jurus bahasa jadi bingung ajar mapel antropologi sastra indo sastra inggris bahasa jerman bahasa jepang gimana aplikasi cuman jurus bahasa tidak,netral
4,"so far emang bagus videonya dan langsung dapat gambaran yg ga smpt terpikirkan ato kebayang bisa jadi nyata dg cara memakai animasi. tapi sayangnya untuk beberapa materi pelajaran masih ada yang belum diperbarui lagi :( tolong cpt"" diperbarui lagi yaa krn pelajaran matematika peminatannya masih menggunakan fitur yg lama jadi agak kurang masuk diotak.",emang bagus video langsung gambar tidak smpt pikir bayang nyata pakai animasi sayang materi ajar baru tolong baru karena ajar matematika minat fitur masuk otak,netral
5,aplikasinya bagus banget dan angkat berguna apa lagi bagi aku karena aku kan banyak ikut ekskul jadi nya gak ada waktu buat les tapi karena adanya ruang guru sekarang aku udah gak perlu les lagi dan juga gak menganggu kegiatan ku di ekskul,aplikasi bagus banget angkat guna ekskul sudah nganggu giat ekskul,netral
5,"Langganan ruang guru dari kelas 10, sekarang aku udah jalan smt 1 ilmu komunikasi UGM. Thanks a lot ruangguru udah nemenin aku belajar selama 3 tahun, latsolnya bikin aku terbiasa sama soal soal di utul. Makasih banyak ruangguru 🌹🌹🌹🌹🌹",langgan sudah jalan ilmu komunikasi thanks sudah nemen ajar latsolnya biasa utul terima kasih,positif
4,"Pelajarannya semua okee, bagus, mudah dipahami, apalagi rangkumannya wkwkwk alternatif banget sat set sat set save, ntar belajar dibuka lagi galerinya. Bikin inget² lagi dari mana, jadi pas ujian ngga kaget kalo dari misal materi A ternyata ada. Trus kalo boleh jujur, 'teman belajar' yang sekarang itu desainnya lebih aneh, malah lebih bagus yang sebelumnya, kalau ngga upgrade in lagi dongg admin. Thanks ruangguru, btw avatarnya gabisa edit wajah yaa wkwkwk😭",ajar okee bagus mudah paham rangkum wkwk alternatif banget save ntar ajar buka galeri inget tidak kaget kalo materi trus kalo teman ajar desa aneh bagus tidak upgrade dongg thanks avatarnya gabisa edit wajah wkwk,netral
5,"MANTAPPP, aku ikut BAO nya seru, ada jg fitur Avatar, xp, dan gold, tapi bisa ga buat fitur transfer gold, please, soalnya aku mau Adain giveaway di ruangcerita.",mantap seru juga fitur avatar gold tidak fitur transfer gold please giveaway ruangcerita,netral
5,baguss bangettt dan membantuu😵‍💫😻🫰🏻,bagus banget mbantuu,positif
3,"Setahun belajar di ruangguru, Alhamdulillah nilai dan peringkat saya selalu membaik. RG sangat membantu dalam proses pembelajaran. Jujur saya lebih suka video ruangguru yang dahulu, karena tidak bertele-tele sehingga langsung terserap ke otak saya, kalau yang sekarang sudah lebih bagus ditambah dengan animasi, tetapi u/ satu materi videonya terlalu banyak dan bertele-tele. Mohon ditingkatkan lagi, videonya jangan terlalu banyak, kuota saya dikit. Terima kasih.",tahun ajar alhamdulillah nilai peringkat baik bantu proses ajar suka video tele langsung serap otak bagus tambah animasi materi video tele mohon tingkat video kuota terima kasih,positif
5,"masih ada beberapa bug,trs harus update aplikasi terus cuma ga banyak kok",bugtrs update aplikasi tidak,negatif
5,"Aplikasi belajar ini sangat membantu banget,soalnya video pembahasannya sangat mudah dipahami,serta banyak animasi yang keren supaya ngak mudah bosan kalau belajar,ini rasanya seperti main game tapi juga sambil belajar.fitur-fiturnya lengkap.THANK YOU BANGET RUANGGURU 😆👍🤩😘😍♥️😁.SEMANGAT YA SUPAYA JADI APLIKASI BELAJAR NO.1",aplikasi ajar bantu bangetsoalnya video bahas mudah pahamiserta animasi ngak mudah bosan belajarini game belajarfiturnya lengkapthank banget mangat supaya jadi aplikasi ajar,positif
1,"Kalau boleh saran setiap materi bisa didonlod jadi memudahkan kita dan menghemat kuota, sinyal dll, jd kita bs melihat materi dengan mode offline ketika sdh didonlod. Itu saran saya, bintang satu dulu ya, kalau saran saya sdh diterima nanti baru naik lg.",kalau saran materi donlod mudah hemat kuota sinyal jadi materi mode offline donlod saran bintang saran terima lagi,netral
5,Aplikasi ini bagus saya sangat mudah memahami dengan penjelasan nya karena yang dijelaskan sangat jelas misal nya guru saya memberitau cara menghitung volume bola namun di ruang guru memberikan cara lebih gampang mantap. Namun saya juga ingin tambahkan subtitle tulisan di bawah vidio tolong ya :)😄,aplikasi bagus mudah paham jelas mberitau hitung volume bola gampang mantap namun tambah subtitle tulis vidio tolong,netral
5,Membuat semakin semangat belajar,buat mangat ajar,positif
5,"Aplikasinya sangat membantu, apalagi saat daring, yang kebanyakan siswa ngga' paham belajarx. Ditambah lagi untuk siswa yang baru adaptasi dengan sekolah barux, seperti aku😁. Makasih kak. Semoga kedepannya, ruangguru bisa lebih berkembang lagi😊.",aplikasi bantu daring banyak siswa tidak paham belajarx tambah siswa adaptasi kolah barux terima kasih moga depan mbang,positif
5,"Aplikasi bimbel online no 1 di Indonesia, fitur2 nya lengkap mulai dari video2 pembahasan soal ber animasi, bank soal yang lengkap, trik2 pengerjaan soal, ada games nya juga. Paling suka sama fitur brain academy online berasa punya guru privat enak dan ga bosen, cocok untuk berlangganan 👍👍👍👍",aplikasi bimbel online indonesia fitur lengkap video bahas animasi bank lengkap trik games paling suka fitur academy online privat enak tidak bosen langgan,netral
4,"Maaf, Admin ruangguru kenapa Banksoal IPAS kosong ya? Mau saya coba soalnya tapi enggak ada. Kalo bisa ditambahin 🙏🏻",maaf banksoal ipas kosong coba kalo tambah,negatif
5,Aplikasi pembelajaran terbaik seindonesia!cara mengajarnya juga lebih mudah dimengerti dan juga fitur - fiturnya yang keren TERIMA KASIH RUANG GURU! Saran : 1.kalau boleh materi - materinya ditambah 2.kalau boleh juga update Fitur -Fitur di Ruanglesonline itu saja saran dan komentar dari saya... TERIMA KASIH SEKALI LAGI.,aplikasi ajar baik indonesiacara ajar mudah erti fitur fiturnya terima kasih saran materi tambah update fitur ruanglesonline saran komentar terima kasih kali lagi,positif
4,"Membantu bangettt kalo mau belajar, cuma kadang agak kesel aja sama aplikasinya karna sering ngebug. Yang sering saya alami adalah, video penjelasan tidak bisa diproses pdhl wifi bagus, home screen g bisa di apa-apain padahal g ngefreeze. Cuma itu aja si kayanya, cuma menganggu banget klo mau belajar loh, krna hrs buka kembali apknya, dn kadang apknya ttp sama jdi yaa, begitulah ya. Mohon di perbaiki.",bantu banget kalo ajar kadang saja aplikasi karna ngebug yang alami video jelas proses pdhl wifi bagus home screen ngefreeze cuma saja kaya nganggu banget kalau ajar krna buka apknya kadang apknya mohon baik,negatif
4,"aku pertama kl langganan, bagus sih appnya, mudah dipahami dan visualisasinya jg aku suka bgt. yg perlu diperbaiki tlg, ketika saya menggunakan fitur jadwal, tdk ada notif di hp, adanya di dalam RGnya, jd meskipun kita punya jadwal, kita sprt mengingatkan diri sendiri aja gt. satu lg nihh, kadang kalau menjawab soal yg bkn kuis, ada yg salah dibetulkan dan betul disalahkan, sprt saat ulangan online saya jg pernah begitu terus. gt aja sii, lainnya ok, sm akunya aja yg kebanyakan tgs :')",kalau langgan bagus appnya mudah paham visualisasi juga suka banget baik fitur jadwal tidak notif rgnya jadi jadwal sprt saja lagi kadang bukan kuis salah betul salah sprt ulang online juga saja sama saja banyak,negatif
4,"Ruang guru ini membantu banget buat aku belajar, apalagi aku selama 2,5 tahun gaperna belajar dan Alhamdulillah bisa ngejar pelajaran yang ketinggalan di ruang guru. Penjelasannya detail banget. Tapi entah hp ku aja atau gimana, sering banget videonya cuma item doang( cm denger suaranya) meskipun engga selalu tapi sering. Kalau emang bermasalahan mohon diperbaiki yya — ! Makasih udah bikin aku semangat belajar ;)",bantu banget ajar gaperna ajar alhamdulillah ngejar ajar tinggal jelas detail banget tapi saja gimana banget video item doang denger suara engga kalau emang masalah mohon baik terima kasih sudah mangat ajar,positif
3,"Hy Ruang Guru...Saya ingin menanyakan bagaimana sih cara nya mendaftarkan akun kita ke Apk ruang guru??? Tadi saya mendaftarkan akun saya tetapi malah direspon"" akun yang ada gunakan tidak valid ""....Saya bingung knapa bisa demikian...Kemuadian saya liat di youtube ...Dan saya coba lagi kemudian ada tulisan dibawah kolom akun dan nomor hp..""akun yang anda gunakan sudah terdaftar demikian pula nomor hp saya juga sudah terdaftar.... Bagaimana ini,mohon bantuannya .Saya kelas VIII ..Dan ingin menambah ilmu pengetahuan kalau disekolah guru kalau neranginnya kurang rinci dan saat ulangan banyak soal yang tidak terjawab. Mohon dijawab..Thanks😁😁😁",gurusaya daftar akun aplikasi tadi daftar akun respon akun valid saya bingung knapa demikiankemuadian liat youtube coba tulis bawah kolom akun nomor hpakun daftar nomor daftar bagaimana inimohon bantu saya tambah ilmu tahu seko neranginnya rinci ulang jawab mohon jawabthanks,negatif
5,"Sungguh luar biasa Vidio pembelajaranya sangat mudah untuk di pahami Lalu latihan soalnya sangatlah luar biasa knpa? Soalnya, soal-soal latihannya itu menguji pemahaman saya tdk hanya itu rangkuman-rangkuman materinya bisa di download. Ruangguru emang paling the best..!!!!😍😗 Ruangguru nomer 1 di Indonesia Terimakasih RG (Ruangguru) 😚🤗",sungguh vidio pembelajaranya mudah paham lalu latih knpa soal latih paham tidak rangkum materi download emang best nomer indonesia terima kasih,positif
5,"Keren, sebelum berlangganan aku masih sulit paham pelajaran rumus, pas udah langganan aku jadi paham pelajaran rumus. Yuk yang blum berlangganan langsung langganan, di jamin nggak bosan kok. Makasih ruang guru, aku berharap bisa ketemu iqbaal😍",langgan sulit paham ajar rumus sudah langgan paham ajar rumus blum langgan langsung langgan tidak bosan terima kasih harap temu iqbaal,positif
2,"Dari semua fitur dan semua yang ada didalam aplikasi Ruangguru saya sudah merasa puas, tapi saya tidak merasa puas pada sistem pengiklanan ruangguru yang melewat WA dan email menurutku itu sudah tidak bisa dinamai dengan pengiklanan melainkan Spam. Dari tahun 2020 saya sudah beberapa kali mendapatkan pesan WA dan kalau dijumlahkan bisa sampai 50 nomor yang mengirim pesan untuk berlangganan lagi atau memaksa untuk berlangganan lagi. Semoga dapat ditindak lanjuti mengenai pengiriman pesan tersebut",dari fitur dalam aplikasi puas sistem iklan lewat email turut nama iklan spam dari kali pesan jumlah nomor kirim pesan langgan paksa langgan moga tindak lanjut kirim pesan,negatif
5,"Terimakasih banget buat Ruangguru yg bener-bener bantuin aku buat ngambil keputusan tersulit dimasa sekolah yaitu belajar. Didalam terdapat video pembelajaran yg gampang banget dipahami, soal menantang yg buat kita bisa mempelajari apa yg udah kita lihat juga dengan pembahasan super lengkap. Thank u so much ruangguru yg udah bantuin aku dari SMP dan berhasil dapet rangking 1. Ga nyangka seumur hidup belum dpt rangking 1 malah dapet beneran TwT.",terima kasih banget bener bantu ngambil putus sulit masa kolah ajar dalam video ajar gampang banget paham tang ajar sudah lihat bahas super lengkap thank much sudah bantu hasil dapet rangking tidak nyangka umur hidup dapat rangking dapet benar,positif
5,aplikasi ruangguru sangat menolong saya dalam pembelajaran,aplikasi tolong ajar,positif
5,"lumayan siih, tp ada video yg diulang 2 kali, tapi soalnya beda, aku jadi bingung. ada juga yg jawabannya ga kosisten. Tapi diluar itu, kakaknya enak ngejelasinnya, rasanya kyk punya guru privat. 😊😊 thank you ruangguru, animasinya juga bagus, ditambah lagi ada daily challenge yg bikin tambah semangat.😊😊😊😊",lumayan siih tapi video ulang kali beda bingung jawab tidak kosisten tapi luar enak ngejelasinnya privat thank animasi bagus tambah daily challenge mangat,positif
4,"Ruang guru makin bagus dan banyak diskon, waktu itu saya dapat 49k sebulan. Pas banget mau menjelang UAS, untuk materi hapalan emang the best ruang guru, dibikin pola² yang wajib diingat jadi kalau mau nyatat mudah banget. Tapi untuk hitungan agak susah sih, mungkin terlalu cepat. Semoga lebih baik dan makin banyak diskonnya.",bagus skon bulan banget jelang materi hapalan emang best pola wajib nyat mudah banget tapi hitung susah cepat moga skon,positif
5,"kelewatan bagusnya, bahkan guru gue yg manapun, temen gue ngetutor ke gue, belajar di youtube, belajar otodidak di buku gramed, belajar di aplikasi lain, even kursus pun gabisa menggantikan ruangguru. bener bener cara ngajarnya top deh. kalo lo ngerasa bd0h di kelas pusing blajar kimia, matematika, fisika, biologi, mapel apapun deh, cus download and langganan. lo nonton doang brp menit sambil tiduran jg nilai lo lebih tinggi dari tmn lo yg begadang ngebaca. THIS IS SO WORTH IT I SWEAR!!",lewat bagus mana temen ngetutor ajar youtube ajar otodidak buku gramed ajar aplikasi even kursus gabisa ganti bener ngajarnya kalo ngerasa pusing blajar kimia matematika fisika biologi mapel download langgan nonton doang tidur juga nilai begadang ngebaca this worth swear,positif
5,"Haii, Saya memakai ruang guru pada semester kali ini, hasilnya memuaskan dan saya bisa lebih paham pada tiap materi yang dijelaskan dengan simpel, terstruktur, dan mudah dipahami, tetapi pada materi yang disampaikan sering terjadi kesalahan baik pengucapan seorng pematerinya dan penulisan dalam rangkuman, mungkin kedepannya bisa lebih diperbaiki terimakasih:)",saya pakai mester kali hasil muas paham materi simpel struktur mudah paham materi salah ucap orng pater tulis rangkum depan baik terima kasih,positif
5,sangat membantu dan meningkatkan semangat untuk belajar 😊💯,bantu tingkat mangat ajar,positif
3,"Bismillah alhamdulillah di ruang guru ini penjelasannya menarik dengan animasi yang membuat saya jadi tidak gampang bosan dan ngantuk apabila sedang belajar. guru-gurunya asik, dan kadang soal yang ada dikuisnya keluar saat latihan soal di sekolah. Harga bimbelnya termasuk murah.Tapi sayangnya vidio yang sy download kadang gk bisa dibuka disuruh coba lagi dan terus gk bisa ditonton. Jadi dimohon tingkatkan lagi",bismillah alhamdulillah jelas tarik animasi gampang bosan ngantuk ajar guru asik kadang kuis latih kolah harga bimbelnya murahtapi sayang vidio download kadang tidak buka suruh coba tidak jadi mohon tingkat,positif
5,"Jadi gini,aplikasi ruangguru itu sangat membantu sekali dan seru karena ada video animasi dan yang paling saya suka adalah ruangguru itu ketika salah mengerjakan soal ada pembetulan nya juga lohhhh CATATAN:DOWLOAD RUANGGURU AGAR JADI JUARA. Belajar?ingat...ruangguru....",jadi giniaplikasi bantu seru video animasi suka salah betul catandowload agar jadi juara belajaringatruangguru,positif
4,"Saya sudah menggunakan aplikasi ini dari 2018... Bagus banget, selalu ada yang baru di ruang guru... Tapi ada saran dari saya untuk menambahkan sound effeck/ soundtrack/backsound dalam setiap video-nya... Karna tanpa musik begitu membuat belajar jadi merasa ngantuk saat menonton video dan menurunkan minat belajar serta semangat belajar tidak seperti saat saya menonton youtube yang punya musik di setiap viedonya... Tolong dikembangkan kemabali yaaa",saya aplikasi bagus banget tapi saran sound effeck soundtrackbacksound video karna musik ajar ngantuk video turun minat ajar mangat ajar youtube musik viedonya tolong mbang mabali,netral
5,"Saya sangat suka dengan aplikasi ruang guru. diruang guru banyak sekali fiture fiture yang membantu. Dari pembahsan, latihan topik, bang soal, dan masih banyak lagi. Bukan itu saja saya juga merasa terbantu dengan adanya rangkuman pembahsan. karena rangkuman yang disini berbeda dengan rangkuman yang berada di buku paket. Rangkuman di sini tuh lebih ringkas dan bisa di pahami. Pokoknya aplikasii ini sangat² membantu untuk saya sebagai pelajar kelas 9 yang sedang sibuk sibuknya UCUN.",saya suka aplikasi ruang fiture bantu dari pembahsan latih topik bang bukan bantu rangkum pembahsan rangkum beda rangkum buku paket rangkum ringkas paham aplikasi bantu ajar sibuk ucun,positif
5,"sangat membantu dalam bidang akademiku.. terimakasih RuangGuru 😊semua materi ada dan memiliki kurikulum yang lengkap..sesuai kurikulum yang kita pelajari..cara mengajar yang asik dan jelas tiap bahasannya.. keren lah, salut buat kak belva selaku ceo RG cara belajar yang saya suka, menarik tidak membosankan kan dengan fitur2 yang menarik.",bantu bidang akademi terima kasih materi milik kurikulum lengkapsesuai kurikulum pelajaricara ajar asik bahas salut belva ajar suka tarik bosan fitur tarik,positif
5,"Oke disini saya cuma kasih saran pada bagian rangkuman, E... Pada Bagian rangkuman mohon jangan ada sistem otomatis pada bagian selanjutnya karena itu sangat menggangu saat saya mau menulis rangkuman. Dikasih tombol untuk selanjutnya aja jangan dibuat Otomatis! Dah tu aja",baik kasih saran rangkum pada bagi rangkum mohon sistem otomatis nggangu tulis rangkum kasih tombol saja otomatis saja,netral
